,hotel,ratings,review,real_date,length
158,스위스 그랜드 호텔,2,5성이지만 이제 너무 옛일이네요..조식은 정말 관광호텔같은 조식입니다...룸은 조금 괜찮은편이나 나머지는 도저히 이제 5성으로 보기힘들어요...,2021. 09. 21,80
159,스위스 그랜드 호텔,5,객실컨디션도 너무좋고 수영장도 좋고 헬스장도 좋고 분위기랑 서비스도 좋고 다음에 또 호캉스하러 갈 예정입니다!!,2021. 09. 21,62
160,스위스 그랜드 호텔,5,오래 된 호텔이라고 들었는데 오히려 그 흔적들이 더 좋앗던것 같아요! 직원분들도 친절하시고 너무 만족해요! 잘쉬었습니당!,2021. 09. 20,67
161,스위스 그랜드 호텔,5,위치도 너무 좋고 객실도 깨끗하고 직원분들도 친절하셨어요. 좋은날 잘 쉬었다 갑니다!,2021. 08. 26,47
162,스위스 그랜드 호텔,5,넓고 친절 오래된 호텔이지만 괜찮았어요,2021. 08. 22,21
163,스위스 그랜드 호텔,4,"역사도 제법있고, 조용하게 휴식을 취하기에 좋은 호텔이예요. 힙한 호텔 찾으시는 분들은 비추고, 가족이나 연인끼리 조용히 쉬고 싶으신 분들에게는 추천합니다.",2021. 08. 22,87
164,스위스 그랜드 호텔,5,오래된 호텔이지만 스텝분들의 전문성과 꾸준히 관리된 시설이 인상적입니다.,2021. 08. 21,40
165,스위스 그랜드 호텔,5,서울 안에서 보기 드문 뷰가 멋져요,2021. 08. 21,19
166,스위스 그랜드 호텔,5,정말 푹쉬다 갑니다 다들 친절하고 좋았어요,2021. 08. 20,23
167,스위스 그랜드 호텔,1,"스위스 그랜드 호텔에 가서 새로운 경험을 해 볼 바에야 ""라이즈""호텔을 재방문 하는 게 더 나을것 같아요. 전혀 최고급 아닙니다. 3등성과 비슷해요. 런던도 호텔이 좋지 않은데요. 런던만큼 엥??? 하는 느낌이 납니다.[장점]- 그림 컬렉션이 뛰어남. 정물화, 추상화가 곳곳에 널려있다- 대리석은 멋집니다. 아늑한 분위기가 나요. 자주색 소파에 편히 앉아 책을 읽을 수 있어요. 뒤에 있는 산도 멋지구요- 룸에 있는 IOT 전화기는 좀 신기[단점]- 입장할때 와이파이 비번도 안 알려주는 당연한 불친절- 이게 5성이라고? 할 정도의 방 안의 허접한 디테일. 커튼 봉 망가져 있음. 화장실 휴지가 삼각형으로 제대로 접혀 있지 않음. 대리석과 나무 인테리어가 혼합되어 있음. - 80년대 영화를 찍어도 될 정도의 주차장. 스릴러와 어울림. 발레 있다고 했는데 당연히 없구요더보기",2021. 08. 19,433
168,스위스 그랜드 호텔,3,도보로가기엔 적합하지 않음 프론트 친절함 건물이 노후됨 여자끼리 묵기엔 무서웠어요 전등이 없고 전부 조명이더군요 너무 어두워요,2021. 08. 17,70
169,스위스 그랜드 호텔,5,가족 휴가로 다녀왔는데 방도 크고 침대도 편해서 좋았어요 필요한 시설 다 있어서 만족,2021. 08. 14,47
170,스위스 그랜드 호텔,5,잘묵다왔어요방넓고 한데 침구에서좀 홀애비냄새가나긴했지만오래되서그런거같고그래도 침대넘편해서잠은잘잤어요다른곳은청결했고 직원분들친절하시고근데 수영장진짜 관리가엉망이라더러웠어요ㅠ바닥에 타일사이에곰팡이벗겨져서 굴러다니고물빠지는 부분에도 곰팡이ㅜㅜ락스를얼마나들이부운건지 수영장갔다와서몇시간두통에시달렸어요아이들이 물안경쓰고 수영하는데 바닥엄청더럽다더라구요수영장관리좀해야할듯ㅠ아이들도 숙소는 굿인데 수영장은배드래요 더럽다고더보기,2021. 08. 02,231
171,스위스 그랜드 호텔,3,"3룸, 넓은 거실, 레지던스답게 부엌 화장실도 2개 수영장도 이용가능  게다가 이 폭염에 너무 빵빵한 냉방시설로 인해 에어컨을 끄고 자야했던 신기한 경험에 착한가격은 장점레지던스동은 a~c동 별도로 위치해있고 지하주차장도 없어서 짐 옮길때 불편 게다가 체크아웃시 비가 오니 너무 불편하더라구요.시설이 깨끗하지만 워낙 오래되고 집기와 가전도 이게 돼? 할정도 연식이 있어보였답니다. 대박인건 와이파이도 안터진다는 신기한 경험요~시원한 과거로 여행다녀온 기분~!수영장은 인원제한있어서 대기있을수 있답니다.더보기",2021. 08. 01,283
172,스위스 그랜드 호텔,3,잘 쉬고 갑니다,2021. 08. 01,8
173,스위스 그랜드 호텔,4,생각보다 좋았어요~,2021. 08. 01,10
174,스위스 그랜드 호텔,5,호캉스로 마음의 안정을 찾고싶어서 예약했는데 생각보다 더 힐링 된 것 같아서 아주 만족스럽습니다. 초록초록한 곳으로 여행은 가고싶은데 시간도 애매하고 숙박은 부담스러운 분들한테 강추합니다. 직원분들도 너무 친절하시고 도심속에 있는 숲속휴양지 같은 느낌이라 너무 좋았어요. 다음에 또 예약할 생각입니다! 감사합니당^^,2021. 07. 29,176
175,스위스 그랜드 호텔,5,편하게 쉬기 좋아요,2021. 07. 29,10
176,스위스 그랜드 호텔,5,오래되어 보이지만달리 생각하면 기품있는.요즘 지어진 호텔들의 룸이 점점 작아지는걸보면예전 호텔의 넉넉함이 그립습니다.,2021. 07. 28,65
177,스위스 그랜드 호텔,5,엄청 쾌적하고 넓습니다,2021. 07. 11,12
178,스위스 그랜드 호텔,4,대체적으로 좋았어요,2021. 07. 07,10
179,스위스 그랜드 호텔,5,좋아요~ 가족 단위가 많네요,2021. 07. 07,15
180,스위스 그랜드 호텔,5,깔끔하고 침구 향도 좋고 잘 쉬었어요!,2021. 07. 06,21
181,스위스 그랜드 호텔,5,잘쉬었다가요~,2021. 07. 05,7
182,스위스 그랜드 호텔,5,위치 좋고 가격좋고 시설만 오래된 것 빼고는 다 좋았어요,2021. 07. 03,31
183,스위스 그랜드 호텔,5,방도 많고 숙소도 넓어서 너무 맘에 들었습니다~,2021. 06. 20,26
184,스위스 그랜드 호텔,5,좋았어요.......^^코로나라 아쉽네요,2021. 06. 15,22
185,스위스 그랜드 호텔,5,버스정류장이 바로 있어서 나름 교통도 편리하고 오래됏지만 5성급이라 잘 갖춰져있어요 기회되면 또 가고싶네욤,2021. 06. 14,59
186,스위스 그랜드 호텔,4,"괜찮기는 한데, 교통이 불편함",2021. 06. 12,16
187,스위스 그랜드 호텔,5,진짜좋아요,2021. 06. 12,5
188,스위스 그랜드 호텔,5,깨끗하고 좋아요! 세번째 갔다왔어요~,2021. 06. 07,20
189,스위스 그랜드 호텔,5,너어무 조오아야요,2021. 06. 04,9
190,스위스 그랜드 호텔,5,방문 할때마다 최고에요 ㅎㅎ,2021. 05. 30,15
191,스위스 그랜드 호텔,5,마음에들어요,2021. 05. 30,6
192,스위스 그랜드 호텔,5,너무 편하게 잘 쉬었습니다,2021. 05. 24,14
193,스위스 그랜드 호텔,5,방 넓고 30시간 스테이라 여유있어서 좋네요.,2021. 05. 23,25
194,스위스 그랜드 호텔,5,항상 지나다니기만 하다가 처음 이용해봤는데 너무 만족하고 갑니다! 깔끔하고 침구도 포근하고 분위기도 좋고 또 이용하고 싶어요!,2021. 05. 23,70
195,스위스 그랜드 호텔,5,자루머물다 갑니다.,2021. 05. 23,10
196,스위스 그랜드 호텔,5,침대가 진짜 개좋아여 너무 편하게 잤습ㄴ디,2021. 05. 23,23
197,스위스 그랜드 호텔,5,조용하고 편안한 하루였습니다. 좋아요,2021. 05. 23,20
198,스위스 그랜드 호텔,5,방 철결도 직원분들 친절도 모두모두ㅈ굿!!!!,2021. 05. 23,25
199,스위스 그랜드 호텔,5,좋아요 쾌적,2021. 05. 21,6
200,스위스 그랜드 호텔,5,시설이 조금 낡았지만 방은 깔금하고 커서 좋아요. 가성비 굿!,2021. 05. 19,34
201,스위스 그랜드 호텔,5,훌륭한경험,2021. 05. 10,5
202,스위스 그랜드 호텔,5,편의점 있어서 편하고 깨끗했어요,2021. 05. 09,17
203,스위스 그랜드 호텔,5,조용하고 친절한 최고의 숙소입니다.다만 코로나 시국이라 뷔페가 없었던점은 아쉬웠네요 ㅎㅎ,2021. 05. 07,49
204,스위스 그랜드 호텔,5,좋아요 수영장새별 아이가 좋아합니다,2021. 05. 05,19
205,스위스 그랜드 호텔,5,좋았습니다,2021. 05. 04,5
206,스위스 그랜드 호텔,5,고교동기 네명이 함께한 호캉스코로나시대에 딱좋은 숙소임연식은 있지만 넓고 운동장같은 거실4베드룸으로 각자 방한칸씩 근처 서대문구청옆 황매화가득한 안산자락길 산책도하고넘넘 좋았슴다~♡더보기,2021. 05. 02,104
207,스위스 그랜드 호텔,5,깨끗하고  수영장도  이용하고 좋았어요,2021. 05. 02,21
208,스위스 그랜드 호텔,5,오래된거같지만 친절하고 좋아요,2021. 05. 02,16
209,스위스 그랜드 호텔,5,좋았습니다,2021. 05. 01,5
210,스위스 그랜드 호텔,5,좋았습니다,2021. 05. 01,5
211,스위스 그랜드 호텔,5,편안한휴식최고,2021. 04. 30,7
212,스위스 그랜드 호텔,5,언제나 좋아요~,2021. 04. 30,8
213,스위스 그랜드 호텔,4,정말 많이 많이 넓습니다. 참 조용합니다.가전기기가 아주 오래되기도 했고 인테리어 자체가 옛날 느낌입니다.하지만 깔끔합니다.,2021. 04. 27,69
214,스위스 그랜드 호텔,5,조아요 방이 넓어서 대가족이 잘 쉬다 갑니당,2021. 04. 25,24
215,스위스 그랜드 호텔,5,깨끗하고 친절함,2021. 04. 24,8
216,스위스 그랜드 호텔,5,적당한 가격의 최고의 퀄리티,2021. 04. 22,15
217,스위스 그랜드 호텔,5,종말 좋았던거 같아요 다만 코로나로 인해 문닫은 레스토랑 카페들이 많네요,2021. 04. 20,40
218,스위스 그랜드 호텔,4,대략적으로 좋으나 오래된것은 어쩔수없죠,2021. 04. 20,21
219,스위스 그랜드 호텔,5,친절한 직원분들과 쾌적한 환경 때문에 자주 이용합니다,2021. 04. 19,29
220,스위스 그랜드 호텔,5,늘 만족스럽습니다,2021. 04. 19,9
221,스위스 그랜드 호텔,5,모든게 만족스러웠습니다,2021. 04. 19,12
222,스위스 그랜드 호텔,5,ㅎㅎㅎㅎㅎ,2021. 04. 18,5
223,스위스 그랜드 호텔,5,깨끗하고 산이 보여서 좋았습니다,2021. 04. 18,17
224,스위스 그랜드 호텔,4,쉿 좋은곳,2021. 04. 18,5
225,스위스 그랜드 호텔,5,저번에 디럭스룸도 아늑하고  좋았는데 이번에 업그레이드받은 슈페리어룸도 좋았어요 화장실에 욕조도 있고 화장실이 디럭스보다 좀더 컸어요~~뷰는 시티뷰였고 앞건물에 스위트룸 건물이 있었어요 밤에 야경이 멋있고  침대도 푹신 잠도 잘왔어요 처음 30시간 스테이를 이용했는데 시간이 여유롭고 푹쉴수있어서 좋았어요수영장도 크고 사람들도 별로없어서 맘편히 이용했네요 퀵판이 있어서 저처럼 수영초보에게는 너무좋은 시간이였습니다^^두번째 스위트호텔이용했는데 긴 시간까지 이용할수있는 프로모션이 정말좋았고 긴시간대도 가격대가 좀더 저렴했으면 좋겠고 음식도 제공되는 패키지가 있음 좋겠어요더보기,2021. 04. 18,322
226,스위스 그랜드 호텔,5,"침구가 진짜 편했고 방상태도 좋았습니다마운틴뷰도 한적하니 좋았네요 직원분들도 친절힌시고주차도 지하 지상 다 가능해서 편합니다스파가 있긴한데 일반적인 목욕탕 레벨이니 참고하세요마사지도 목욕탕 세신 같은 겁니다. 엄청 잘해주시긴 합니다. 음식은 해피아워 쿠폰 있는거 아니면 단품메뉴는 굳이 추천 안드려요. 파스타를 먹었는데 이마트꺼 레토르트 데운게 훨 낫겠더라고요그래도 한적한 분위기랑, 침대가 너무 편해서 잘 쉬고갑니다. 5성을 이 가격에 이용한다는 것도 좋고요.더보기",2021. 04. 18,261
227,스위스 그랜드 호텔,5,깨끗하고 조용하구 직원분들 친절하세요. 재방문인데 개인적으로 너무 좋아요~,2021. 04. 18,41
228,스위스 그랜드 호텔,5,깔끔한 좋아요,2021. 04. 14,7
229,스위스 그랜드 호텔,5,교통은 버스정류장이 바로앞에있어서 참좋습니다헬스장이9시까지만 운영하는게 좀 아쉽고 10시까지였음 참좋앗을텐데ㅠㅠ 퇴근하고오면 못가요그외엔 다 좋습니다. 내부 인테리어가 좀 옛날스러운거외엔,2021. 04. 14,104
230,스위스 그랜드 호텔,5,ㅎㅎㅎㅎㅎ,2021. 04. 11,5
231,스위스 그랜드 호텔,5,The best place with your kids!!,2021. 04. 11,31
232,스위스 그랜드 호텔,5,ㅎㅎㅎㅎㅎ,2021. 04. 09,5
233,스위스 그랜드 호텔,5,ㅎㅎㅎㅎㅎ,2021. 04. 08,5
234,스위스 그랜드 호텔,5,예상보다 많이 일찍 도착했는데도 친절하게 원하는 조건의 룸으로 체크인 할 수 있도록 응대해주셨습니다 룸컨디션은 언제나 최상입니다,2021. 04. 07,71
235,스위스 그랜드 호텔,5,처음 와봤는데 시설이 정말 깨끗했습니다 ㅎㅎ,2021. 04. 02,24
236,스위스 그랜드 호텔,5,좋습니다~,2021. 04. 01,5
237,스위스 그랜드 호텔,5,ㅎㅎㅎㅎㅎㅎ,2021. 03. 28,6
238,스위스 그랜드 호텔,5,너무 좋아요,2021. 03. 27,6
239,스위스 그랜드 호텔,5,가성비 최고에요! 정말 넓어서 친구들끼리 가도 독방쓰기 좋습니다.,2021. 03. 27,36
240,스위스 그랜드 호텔,5,너무 편해요,2021. 03. 22,6
241,스위스 그랜드 호텔,4,괜찮은거 같음,2021. 03. 22,7
242,스위스 그랜드 호텔,5,2번째인데 좋아요,2021. 03. 21,9
243,스위스 그랜드 호텔,5,좋았습니다,2021. 03. 19,5
244,스위스 그랜드 호텔,5,좋았습니다,2021. 03. 19,5
245,스위스 그랜드 호텔,5,좋았습니다,2021. 03. 19,5
246,스위스 그랜드 호텔,5,깔끔한 좋은,2021. 03. 16,6
247,스위스 그랜드 호텔,5,ㅎㅎㅎㅎㅎㅎ,2021. 03. 14,6
248,스위스 그랜드 호텔,5,조용하고 넓고 좋아요,2021. 03. 14,11
249,스위스 그랜드 호텔,5,깔끔하고 완전 좋았어요ㅎㅎ,2021. 03. 14,14
250,스위스 그랜드 호텔,5,가성비 최고,2021. 03. 14,6
251,스위스 그랜드 호텔,5,4명이서 놀기에도 편하고 엄청 넓고 좋았어요 ㅎㅎ,2021. 03. 13,27
252,스위스 그랜드 호텔,5,굿 서대문구 여행 시 추천,2021. 03. 12,14
253,스위스 그랜드 호텔,4,넓고 좋은 데 만족하는 데 같이 간 일행이 마음에 들지 않았네요,2021. 03. 12,35
254,스위스 그랜드 호텔,5,셔틀운행하지 않는 것 제외하고 만족스러웠습니다,2021. 03. 12,25
255,스위스 그랜드 호텔,5,로비부터 객실까지 너무 깔끔하고 좋았습니다!,2021. 03. 12,24
256,스위스 그랜드 호텔,5,생각보다 세련되고 깔끔했어요. 잘 쉬다 왔습니다.,2021. 03. 10,27
257,스위스 그랜드 호텔,5,오트밀이맛남,2021. 03. 10,6
258,스위스 그랜드 호텔,5,짱찡굿굿굿,2021. 03. 08,5
259,스위스 그랜드 호텔,5,맘에 들었어요ㅎ 재방문 하고싶네용,2021. 03. 08,18
260,스위스 그랜드 호텔,5,추천합니다 감사합니다,2021. 03. 08,11
261,스위스 그랜드 호텔,5,방이 청결하고 서비스도 좋아요,2021. 03. 05,16
262,스위스 그랜드 호텔,4,"침구류가 편해서 좋았고 필요한거 이것저것 빌려주셔서 감사했어요, 제가 갔을땐 와이파이 무료였어요",2021. 03. 02,53
263,스위스 그랜드 호텔,5,이 호텔의 시그니처는 마운틴뷰라고 생각해요~ 개인적으로는 신라 남산뷰보다 여기 백련산뷰가 훨씬 좋아요 자연 그 자체의 느낌? 창문 열고 눈 감고 있으면 새소리 바람에 흔들리는 나뭇잎 소리까지 들려오는데 산림욕 하는 기분이예요. 또 이 호텔 침대가 너무너무 좋아서 주기적으로 오게 돼요 여느 5성 프랜차이즈 호텔들과 견주어도 뒤지지 않는..아니 더 나은 것 같아요 몸에 착 감기는 것이.. 마지막으로 27일 오후 2시 30분경 체크인 해주셨던 중년 남성직원분 너무 친절하셨습니다 체크인카드 작성하는데 시간도 일일이 알려주시고 하나하나 설명까지 해주신 분은 이 분이 처음이셨어요 좋은 기억 만들어주셔서 감사합니다~더보기,2021. 03. 02,344
